@relation usgs-averages

@attribute 17.95780016 numeric
@attribute -66.39216119 numeric
@attribute 15.11 numeric

@data
34.012917,-117.036392,358.77
34.012917,-117.036392,357.35
34.012917,-117.036392,354.63
34.024978,-117.097092,320.79
34.024978,-117.097092,319.22
34.024978,-117.097092,320.23
34.024978,-117.097092,140.72
34.026769,-117.060878,315.77
34.026769,-117.060878,317.4
34.026769,-117.060878,284.85
34.026769,-117.060878,260.42
34.026769,-117.060878,260.34
34.046825,-117.035878,315.95
34.046825,-117.035878,315.44
34.046825,-117.035878,315
34.046825,-117.035878,314.81
34.069481,-117.283911,142.49
34.069481,-117.283911,151.81
34.069481,-117.283911,132.58
34.077411,-117.29515,113.71
34.077411,-117.29515,117.23
34.084322,-117.177208,237.04
34.084322,-117.177208,237
34.084322,-117.177208,236.9
34.084322,-117.177208,236.89
34.089361,-117.355669,265.02
34.089361,-117.355669,270.86
34.089361,-117.355669,282.95
34.089361,-117.355669,281.95
34.089361,-117.355669,274.63
34.094717,-117.128822,355.75
34.094717,-117.128822,355.93
34.104142,-117.28645,159.82
34.104142,-117.28645,127.29
34.104142,-117.28645,63.21
34.104819,-86.577769,62.67
34.115114,-117.311744,230.09
34.118492,-117.274372,211.73
34.118492,-117.274372,209.51
34.118492,-117.274372,167.08
34.441969,-119.740281,395.62
34.121139,-117.385061,395.59
34.121139,-117.385061,395.36
34.121139,-117.385061,395.16
34.121139,-117.385061,395.17
34.134289,-117.384033,498.66
34.134289,-117.4007,498.33
34.134289,-117.4007,498.44
34.134511,-117.372681,332.34
34.134511,-117.372681,332.32
34.134511,-117.372681,318.1
34.134511,-117.372681,318.89
34.247867,-91.911167,269.11
34.424258,-96.826121,21.44
34.441972,-119.740281,138.05
34.442591,-96.829177,53.23
34.464733,-91.420936,101.24
34.455095,-87.482246,9.23
34.489532,-84.854384,21
34.5051,-96.9376,48.36
34.5062,-96.9498,31.41
34.513375,-93.051142,115.62
34.519433,-90.772633,18.8
34.58259,-96.679452,104.12
34.623989,-93.805198,46.54
34.645361,-85.675524,19.97
34.674304,-81.415097,90.53
34.72065,-83.725456,3.29
34.725972,-80.843333,27.01
34.726,-80.843333,30.02
34.755,-79.467222,10.08
34.762222,-79.443611,21.89
34.777759,-120.46322,74.23
34.777759,-120.46322,80.82
34.777759,-120.46322,68.6
34.780833,-91.5975,136.29
34.781333,-91.640944,114.44
34.796944,-98.584167,7.78
34.847778,-78.020972,3.37
34.847593,-83.07154,28.92
34.849475,-91.881117,124.06
34.862628,-81.841213,47.96
34.90091,-85.266622,10.41
34.934189,-110.751524,267.53
34.935994,-80.697572,31.19
34.935919,-80.697536,38.27
34.97,-77.503333,0.79
34.970556,-79.528333,29.76
34.975167,-81.05875,23.96
34.975194,-81.058806,20.65
35.000578,-110.599298,37.51
35.068425,-89.74564,100.98
35.085091,-89.808697,162.21
35.126479,-89.992312,108.04
35.130058,-98.386439,51.68
35.130628,-85.08273,8.5
35.149534,-89.987312,35.53
35.150083,-89.806111,111.29
35.166403,-110.940418,227.33
35.17279,-111.105699,614.42
35.186528,-89.856806,70.75
35.187389,-85.0475,10.31
35.189167,-83.913889,3.54
35.190556,-79.503889,81.39
35.192,-79.46475,42.44
35.196181,-85.207457,64.51
35.203901,-111.039865,329.05
35.213403,-85.221069,18.53
35.218867,-98.570981,67.56
35.23175,-92.389861,6.89
35.241544,-85.009951,3.71
35.285833,-82.728056,11.48
35.2908,-98.483892,85.96
35.302778,-82.628333,32.73
35.309722,-78.272778,2.79
35.336806,-81.262069,46.67
35.336806,-81.262069,41.01
35.387778,-82.812222,4.48
35.394783,-90.358514,26.51
35.406861,-98.571156,66.23
35.420912,-86.021374,27.02
35.457167,-90.875361,108.25
35.467319,-98.321117,79.24
35.526389,-80.878333,19.81
35.526667,-80.878333,19.7
35.526667,-80.878333,23.98
35.538333,-77.261389,2.52
35.601528,-90.851944,121.28
35.643806,-89.825944,202.3
35.656203,-83.582111,8.37
35.682783,-80.607047,6.91
35.692611,-82.072944,24.75
35.692611,-82.072944,25.31
35.717222,-81.725556,6.81
35.717222,-81.725556,9.46
35.738889,-76.775278,1.69
35.77105,-81.147347,40.68
35.77105,-81.147347,40.9
35.821028,-90.856806,86.16
35.841978,-81.409067,3.52
35.842083,-81.409083,20.45
35.899819,-80.554781,17.36
35.919167,-96.511944,36.86
35.990131,-92.206331,65.87
35.995692,-79.026047,40.98
36.014168,-110.51208,423.61
36.049,-90.292278,10.99
36.049,-90.292278,-20.08
36.073528,-89.813556,16.45
36.169778,-79.998278,22.22
36.195889,-89.661306,19.12
36.207776,-110.41069,839.49
36.294278,-99.542556,123.65
36.308333,-76.275278,1.31
36.375278,-79.685556,23.11
36.455111,-89.923028,1.36
36.490834,-109.948173,374.3
36.4995,-89.971889,17.25
36.505025,-76.498094,0.69
36.509193,-101.735718,234.4
36.528053,-110.59903,216.73
36.542694,-94.484667,482.86
36.548142,-76.432003,0.87
36.549156,-76.456111,1.18
36.552672,-114.924544,833.92
36.555386,-76.425947,0.89
36.5555,-76.436278,0.75
36.560389,-75.997242,12.77
36.560347,-75.9972,3.8
36.561333,-76.436306,0.3
36.575639,-92.653028,40.12
36.579222,-90.612944,11.95
36.584164,-115.6491,327.99
36.594472,-91.645222,158.49
36.598472,-90.260389,22
36.607096,-76.873571,98.17
36.607096,-76.873571,176.38
36.607096,-76.873571,177.33
36.60904,-76.966628,115.37
36.6225,-94.293889,9.32
36.624528,-93.251694,174.89
36.647222,-110.170684,211.6
36.648861,-93.229667,165.03
36.657928,-76.557728,9.25
36.668167,-93.333917,307.89
36.674414,-76.4504,0.19
36.675984,-76.940239,123.18
36.675984,-76.940239,129.39
36.683206,-76.913294,136.07
36.679556,-93.869333,329.12
36.691043,-76.009485,2.41
36.696239,-76.414989,1.68
36.709639,-119.709111,95.56
36.704917,-78.032406,18.61
36.70765,-76.129379,77.09
36.70765,-76.129379,73.18
36.71645,-76.439819,0.47
36.716269,-76.440481,0.01
36.720583,-94.205167,191.81
36.721492,-76.495781,0.15
36.746444,-91.8785,207.25
36.723714,-76.020547,9.11
36.727221,-110.263188,169.55
36.748083,-93.910056,39.33
36.748083,-93.910111,306.1
36.749067,-76.049932,5.13
36.766205,-76.128621,8.74
36.766185,-76.128687,11.76
36.768894,-76.89615,113.22
36.768894,-76.896164,113.99
36.778853,-77.071011,110.47
36.778869,-77.071036,97.67
36.778867,-77.071067,22.41
36.778881,-77.071161,12.54
36.779472,-89.356028,10.89
36.780733,-114.722739,395.94
36.784316,-76.643287,160.9
36.784316,-76.643287,162.26
36.787385,-76.051538,13.19
36.787377,-76.051538,9.48
36.795667,-114.892806,356.29
36.796317,-76.011608,7.37
36.796453,-76.011975,6.53
36.804039,-76.734958,-0.28
36.804039,-76.734958,148.43
36.804039,-76.734958,146.89
36.804917,-94.314806,100.19
36.804917,-94.31475,312.07
36.805797,-98.247083,5.54
36.808586,-98.200675,4.64
36.859316,-76.586341,136.67
36.859316,-76.586341,137.13
36.864,-76.086317,22.4
36.869501,-88.653661,9.67
36.876652,-112.741037,87.96
36.888222,-89.55275,8.3
36.900819,-112.758538,88.78
36.902994,-76.121189,8.91
36.902997,-76.121219,7.33
36.904167,-93.573,33.62
36.914083,-93.931972,104.18
36.92515,-77.177468,82.6
36.92515,-77.177468,68.96
36.92515,-77.177468,61.71
36.933083,-92.05,207.84
36.934028,-92.664278,293.15
36.933874,-112.767984,72.36
36.942778,-93.9075,123.62
36.945528,-94.003528,81.4
36.943694,-93.720167,86.92
36.948417,-91.003722,16.94
36.964316,-76.726069,145.76
36.964316,-76.726069,145.95
36.964316,-76.726069,4.48
36.965578,-76.419705,100.04
36.995,-94.845,30.82
36.996889,-91.703417,332.79
37.000694,-93.207389,233.74
37.014786,-76.893874,132.78
37.014781,-76.893824,132.69
37.014772,-76.893758,132.67
37.039389,-94.533472,70.62
37.042922,-77.194653,101.58
37.042964,-77.194656,99.79
37.043003,-77.194653,91.34
37.042867,-77.194653,26
37.043111,-93.295083,325.26
37.045972,-90.074722,9.52
37.064833,-93.549806,173.49
37.094222,-93.827833,153.98
37.094194,-93.827889,64.93
37.100083,-94.376333,17.21
37.101103,-82.677242,36.95
37.106611,-92.413167,589.78
37.115417,-93.065083,210
37.120148,-76.691901,8.1
37.136796,-80.438385,2.57
37.141111,-94.461194,445.02
37.144867,-76.464116,3.7
37.151889,-93.244611,262.36
37.176528,-94.287028,370.46
37.189394,-78.195558,15.97
37.190583,-89.747917,19.95
37.202368,-76.569397,149.46
37.202368,-76.569397,148.99
37.202368,-76.569397,71.89
37.202368,-76.569397,23.58
37.202368,-76.569397,26.12
37.205417,-94.506667,49.42
37.241417,-93.231778,359.06
37.262083,-76.0091,10.93
37.263222,-93.2465,19.78
37.263222,-93.2465,220.52
37.298861,-93.305639,138.53
37.279039,-77.412483,16.09
37.281526,-79.92226,18.34
37.300049,-92.163493,271.99
37.300389,-93.434333,189.49
37.311497,-81.978083,21.69
37.339778,-92.906417,237.7
37.348131,-78.82715,0.75
37.362647,-76.825239,190.82
37.363839,-79.706358,39.45
37.364611,-91.540083,64.03
37.365621,-76.720908,127.98
37.365704,-76.720922,128.05
37.367222,-94.617389,240.81
37.36725,-94.617361,254.04
37.37315,-80.396664,40.12
37.373444,-79.709964,8.44
37.389508,-81.404089,23.14
37.393944,-94.091333,295.15
37.422417,-89.606694,167.76
37.426585,-76.969847,118.43
37.426635,-76.969872,114.65
37.42666,-76.969891,114.57
37.426708,-76.969927,113.28
37.426608,-76.969858,32.85
37.42668,-76.969908,11.76
37.428572,-79.498364,14.46
37.428572,-79.498364,7.22
37.429591,-76.891075,126.69
37.435701,-78.679175,29.07
37.44413,-114.870007,863.11
37.451524,-75.93271,7.43
37.454215,-90.852067,20.47
37.481325,-91.105628,149.28
37.499833,-94.269444,302.4
37.515047,-76.978808,95.12
37.515575,-91.111212,131.74
37.529431,-78.270061,35.2
37.535528,-90.301778,99.24
37.554637,-77.214414,211.17
37.55464,-77.214361,209.93
37.599278,-90.141778,168.87
37.60575,-93.784083,130.98
37.614667,-91.550389,328.93
37.615944,-93.254278,62.6
37.627088,-77.141917,19.83
37.632913,-79.454203,22.43
37.644167,-81.431111,25.46
37.651713,-91.119771,230.03
37.648083,-92.647667,231.54
37.656753,-77.374564,178.13
37.656761,-77.374547,177.99
37.656769,-77.374525,12.87
37.665324,-91.116521,209.41
37.70413,-114.759449,393.65
39.715583,-94.879944,19.38
37.740407,-75.666318,50.5
37.740407,-75.666318,78.21
37.740962,-75.666318,99.91
37.744917,-77.204926,185.23
37.744945,-77.204917,193.8
37.744972,-77.204909,184.45
37.745,-77.204904,59.19
37.748194,-88.438056,7.59
37.780167,-90.407389,79.6
37.834892,-76.308736,60.26
37.87035,-76.317151,146.05
37.87035,-76.317154,157.43
37.87035,-76.317157,158.41
37.870294,-76.31722,158.6
37.870277,-76.317251,107.53
37.87025,-76.317293,105.3
37.870211,-76.317346,96.72
37.87018,-76.317379,70.78
37.870155,-76.317412,57.31
37.882972,-93.303917,51.43
37.885028,-90.214889,343.72
37.908333,-92.501917,17.3
37.938167,-90.782194,206
37.940319,-91.80127,195.36
37.943179,-75.453812,9.04
37.943179,-75.453812,11.71
37.943179,-75.453812,19.93
37.943179,-75.453812,22.26
37.942196,-75.454742,21.1
37.956513,-75.578538,9.1
37.963652,-91.797381,371.16
37.986153,-91.722935,304.69
37.991917,-94.367139,7.7
38.010167,-92.741,271.26
38.041697,-93.779934,101.42
38.047858,-79.791017,6.72
38.056111,-91.240556,145.41
38.076278,-90.469556,90.15
38.083583,-90.565444,111.88
38.091902,-114.895843,844.31
38.094861,-94.360361,101.69
38.107265,-87.578908,23.18
38.114841,-80.264517,68.73
38.121639,-92.665194,123.25
38.13199,-87.919752,17.62
38.137451,-115.339748,795.75
38.150028,-91.26075,212.29
38.167357,-78.161391,24.65
38.169576,-77.038306,208.4
38.179167,-91.946667,126.32
38.186242,-76.917748,74.03
38.192353,-76.919137,9.67
38.204694,-91.179444,183.3
38.224028,-90.396417,79.04
38.246333,-81.658556,18.5
38.277972,-93.362778,11.02
38.280889,-93.365306,70.51
38.335667,-80.490918,24.56
38.35025,-90.990389,65.05
38.364016,-78.710855,69.31
38.365444,-85.64,34.16
38.367944,-82.512472,35.38
38.389785,-86.07914,10.33
38.389672,-104.335817,21.52
38.13041,-79.068362,19.82
38.457333,-93.204444,55.36
38.461944,-91.466111,151.28
38.4635,-93.998472,104.1
38.476889,-91.839722,310.4
38.509194,-90.644389,231.76
38.540611,-92.094639,181.24
38.546436,-87.602802,10.44
38.5505,-90.700556,183.86
38.573176,-77.416095,8.04
38.597139,-92.161861,18.48
38.607944,-90.708944,91.63
38.61064,-82.1757,32.46
38.612222,-91.213333,42.9
38.618611,-92.521389,241.48
38.651719,-90.854023,41.98
38.657972,-92.780139,136.56
38.696472,-93.171833,177.45
38.716156,-91.408495,19.19
38.748111,-93.336083,266.52
38.762639,-93.5545,171.88
38.777067,-75.258867,9.15
38.786667,-91.795278,245.91
38.7935,-90.622167,88.63
38.805819,-78.789639,13.41
38.807611,-93.323361,186.06
38.813333,-90.850556,177.34
38.812944,-90.152417,16.4
38.821111,-91.995556,370.43
38.832633,-77.804811,16.08
38.845222,-75.665694,15.28
38.86559,-92.442408,9.57
38.907778,-91.4475,356.36
38.908889,-91.575556,248.15
38.922444,-114.844179,432.8
38.935389,-77.636104,8.34
38.949555,-77.366652,15.6
38.955,-92.395,178.37
38.977111,-90.996083,299.41
38.979139,-90.976667,165.13
38.980694,-79.943944,46.32
38.981389,-92.991111,29
39.030556,-90.907778,288.23
39.032335,-74.892393,12.72
39.035301,-92.952415,58.82
39.059183,-78.618781,16.88
39.06344,-78.064998,38.69
39.106495,-77.528045,25.73
39.114167,-92.213889,400.05
39.128519,-77.845769,30.1
39.130611,-93.392778,85.36
39.144722,-82.899444,23.53
39.16254,-91.827946,338.65
39.162504,-94.394673,29.49
39.1715,-80.412083,44.33
39.196944,-92.124722,375.42
39.203945,-84.783561,23.65
39.206,-93.315278,57.41
39.210004,-94.284114,9.06
39.219028,-81.111667,27.63
39.261768,-77.71027,60.56
39.272778,-93.2695,1.38
39.274218,-85.895547,17.55
39.306944,-91.480556,101
39.318112,-84.636059,33.28
39.322194,-78.056056,32.42
39.345694,-93.506417,10.76
39.351212,-77.929719,23
39.362861,-90.905306,78.18
39.366639,-78.888861,26.27
39.374417,-94.792,20.73
39.376723,-84.56328,11.19
39.386222,-94.262056,9.04
39.389205,-92.261011,123.62
39.393361,-94.917917,12.41
39.431463,-81.470955,29.79
39.456722,-77.972528,48.46
39.459004,-75.157683,5.36
39.459004,-75.157683,5.46
39.459004,-75.157683,169.47
39.465917,-77.836083,50.17
39.468946,-84.476612,30.28
39.471703,-87.409187,43.64
39.484,-84.433,12.55
39.4926,-76.684631,38.94
39.498306,-95.025444,7.32
39.531451,-83.538809,8.97
39.538083,-95.056806,7.81
39.552715,-114.798075,11.54
39.555058,-84.316886,19.65
39.559283,-74.740162,37.69
39.573103,-86.269435,13.94
39.595556,-93.132222,24.78
39.610778,-92.510778,3.36
39.637165,-113.874715,11.19
39.66899,-77.01526,2.94
39.670472,-93.667139,19.54
39.677181,-116.3113,37.4
39.698694,-92.051,28.18
39.700083,-93.303333,15.49
39.710586,-75.456695,13.28
39.731781,-75.049337,15.67
39.741158,-85.135798,15.77
39.741611,-77.380583,103.01
39.743941,-84.56634,34.55
39.745059,-84.187718,98.57
39.752,-93.222667,3.56
39.759226,-84.193829,31.84
39.775599,-86.157487,32.11
39.781225,-75.167401,105.19
39.782139,-80.028528,23.84
39.798611,-78.230583,50.09
39.802335,-75.289631,13.33
39.802335,-75.289631,9.51
39.802335,-75.289631,8.26
39.8125,-79.587222,23.02
39.820536,-84.1592,29.43
39.831153,-86.185822,19.19
39.832614,-75.091284,76.47
39.845323,-91.440707,22.94
39.864562,-74.479596,23.32
39.868139,-75.188139,15.98
39.873108,-86.361681,6.13
39.873114,-86.361689,5.76
39.873192,-86.361492,5.49
39.873203,-86.361486,5.02
39.887778,-83.991944,1.11
39.889361,-77.614611,79.64
39.898607,-95.088029,5.47
39.913996,-75.814666,14.87
39.92011,-75.493256,7.83
39.979278,-77.069167,11.52
39.979778,-84.148552,11.1
39.988833,-79.0375,24.41
39.991223,-74.840442,6.43
40.000036,-86.042208,23.63
40.018222,-93.98775,77.44
40.028603,-101.871568,20.9
40.035278,-77.308083,26.44
40.037611,-78.471917,28.79
40.041472,-75.179333,16.14
40.043727,-74.35737,28.12
40.0425,-80.436833,36.18
40.047694,-94.816306,9.06
40.082972,-93.972472,131.24
40.094278,-82.90125,21.26
40.094722,-85.358333,47.53
40.154972,-76.822917,18.68
40.183361,-91.829778,62.36
40.184835,-74.200143,135.16
40.184835,-74.200143,40.51
40.184835,-74.200143,113.31
40.184835,-74.200143,139.61
40.189495,-84.242723,5.82
40.19872,-75.051559,37.83
40.204722,-80.607778,38.02
40.245611,-93.739472,5.06
40.258932,-85.148025,12.81
40.277028,-76.120667,10.9
40.292722,-75.286667,8.69
40.301219,-74.723494,31.89
40.312306,-78.13125,53.89
40.32225,-92.217389,26
40.360472,-79.055833,19.22
40.362053,-74.313203,5.5
40.364273,-74.880999,2.47
40.36875,-76.301722,8.59
40.382,-76.70575,16.08
40.403028,-77.629889,14.39
40.4145,-78.453389,11.36
40.43205,-74.454874,17.67
40.433194,-87.590694,22.25
40.437472,-75.88425,140.77
40.445111,-75.250444,44.87
40.449028,-93.783778,15.47
40.459479,-87.059457,21.48
40.460444,-77.168694,14.01
40.462583,-78.759056,7.52
40.48087,-87.359738,13.98
40.5015,-80.422194,8.45
40.515194,-94.612972,10.49
40.544718,-101.666837,111.38
40.550278,-94.823139,2.97
40.568649,-86.299163,7.63
40.575111,-75.656222,71.68
40.580917,-92.49175,12.23
40.577325,-74.860443,10.42
40.583611,-91.701111,96.58
40.588158,-74.756551,26.05
40.622045,-75.154619,7.97
40.626194,-80.108389,6.52
40.661222,-76.985556,18.97
40.665,-99.255833,9.53
40.685102,-74.288203,6.97
40.694778,-77.593944,60.35
40.710806,-76.605472,25.53
40.728611,-99.458056,21.81
40.753624,-98.303671,66.2
40.753624,-98.303671,66.06
40.765639,-77.880694,103.73
40.77168,-98.845912,21.43
40.780053,-83.690488,9.06
40.782001,-81.925142,45.19
40.784998,-101.473221,95.56
40.78575,-76.118472,50.66
40.788062,-99.76845,8.36
40.796,-75.311056,43.38
40.817877,-74.680995,13.16
40.830284,-99.749838,13.45
40.837222,-99.986111,9.01
40.844411,-98.645631,43.25
40.855083,-99.863583,7.86
40.858067,-99.153146,135.31
40.858333,-99.153056,135.37
40.874167,-98.282222,7.73
40.888902,-98.509512,21.75
40.889889,-78.811889,35.6
40.895667,-79.633917,20.42
40.909694,-98.724,71.67
40.912222,-100.128389,4.97
40.917417,-98.738389,131.15
40.942028,-98.626833,33.9
40.974764,-86.299445,11.94
40.982056,-98.641694,105.69
40.981861,-100.127444,65.33
40.983925,-87.237526,31.16
40.990139,-77.197722,40.76
41.015825,-95.130822,11.87
41.017222,-98.628333,70.94
41.023194,-75.718472,64.63
41.031675,-99.663444,48.08
41.032328,-98.740456,7.43
41.035375,-74.449599,4.63
41.04675,-99.279722,109.33
41.080374,-74.809889,26.42
41.083833,-79.879111,10.09
41.093694,-80.468694,17
41.104361,-98.192972,11.97
41.107444,-78.526472,21.57
41.107889,-73.692389,45.41
41.117667,-76.5635,25.92
41.124139,-76.674611,29.4
41.148,-73.927694,8.82
41.153984,-74.884058,21.03
41.161681,-97.963669,5.8
41.169722,-96.469742,42.41
41.190417,-99.706972,1.84
41.206694,-75.396611,12.45
41.239261,-73.802912,16.31
41.240222,-77.772778,49.94
41.2935,-78.872306,34.87
41.293222,-96.28375,13.23
41.293778,-97.445167,17.82
41.300649,-73.991252,26.33
41.305194,-82.827611,47.73
41.309194,-75.226861,34.6
41.331583,-79.900222,113.03
41.336778,-79.225528,47.81
41.363722,-73.74875,15.43
41.3651,-71.774234,13.47
41.393275,-104.040283,280.64
41.397263,-86.857801,7.02
41.407917,-76.99475,101.97
41.408151,-73.280394,10.2
41.416194,-78.545194,4.22
41.422778,-100.203378,2.81
41.443611,-74.606389,6.81
41.453983,-73.553181,4.52
41.458806,-78.061778,21.49
41.460889,-80.178417,25.43
41.473472,-79.050833,8.95
41.473709,-72.684262,13.19
41.478989,-71.707289,36.13
41.486008,-117.537074,7.45
41.487874,-73.20428,22.44
41.488434,-71.535616,13.47
41.492323,-71.628119,8.16
41.495319,-103.757619,170.41
41.507056,-76.59025,29.48
41.51894,-84.69801,10.32
41.525083,-100.888361,102.81
41.532232,-98.987033,36.96
41.537756,-102.867703,79.1
41.547879,-71.542839,11.83
41.562917,-75.703722,56.77
41.566211,-71.726734,16.84
41.574361,-74.149278,6.65
41.583058,-102.617397,329.97
41.593155,-72.426474,11.47
41.595333,-80.41375,53.67
41.633797,-70.540676,7.64
41.636917,-103.562997,23.39
41.648986,-103.889994,29.91
41.658444,-70.318633,26.62
41.683445,-70.019183,25.31
41.685249,-103.394382,165.59
41.690108,-70.449193,50.86
41.690132,-70.520128,17.01
41.691333,-73.797611,19.71
41.694366,-70.520442,30.14
41.698027,-103.937727,41.17
41.699982,-70.517748,97
41.705421,-70.526001,100.24
41.721128,-91.422389,16.9
