@relation usgs-averages

@attribute 17.95780016 numeric
@attribute -66.39216119 numeric
@attribute 15.11 numeric

@data
41.721717,-85.334977,15.49
41.723417,-76.468722,10.83
41.725222,-75.258583,28.09
41.741556,-74.088889,26.65
41.753333,-77.560222,32
41.75675,-74.601361,9.98
41.76859,-102.442973,2.11
41.775109,-70.02974,31.29
41.776933,-99.379703,7.37
41.777056,-77.827306,13.4
41.778586,-100.525161,14.69
41.787323,-71.299217,6.52
41.793704,-73.942082,69.72
41.794821,-72.228689,5.97
41.808734,-72.291102,21.98
41.83,-74.063889,18.81
41.831103,-100.100867,3.87
41.839583,-96.7285,9.76
41.85497,-103.036318,11.78
41.863889,-78.36775,103.49
41.874546,-70.92893,18.45
41.888456,-85.409336,0.29
41.890056,-75.753306,40.43
41.888578,-103.660222,26.33
41.898162,-69.981131,11.74
41.914925,-70.729767,25.59
41.933064,-98.014786,97.07
41.934667,-80.079,19.6
41.941077,-103.930781,4.61
41.941739,-99.860103,4.15
41.948278,-103.701222,194.02
42.001944,-102.956111,60.39
42.03444,-101.335168,4.27
42.035228,-70.082572,12.1
42.049816,-72.970937,6.83
42.050275,-103.930233,80.73
42.055936,-70.725872,8.64
42.057278,-79.499216,1.75
42.064258,-73.326226,15.32
42.091729,-78.747532,7.83
42.095932,-71.293944,6.93
42.132233,-104.046792,12.85
42.141111,-76.812778,24.1
42.176764,-88.095817,151.53
42.182222,-88.635556,9.2
42.188872,-88.471706,29.81
42.189444,-88.374167,17.65
42.189444,-88.374444,22.14
42.192278,-88.149917,66.09
42.192753,-110.162994,5.48
42.193965,-75.85325,28.59
42.195833,-88.33,2.58
42.195833,-88.33,89.83
42.199242,-75.897974,68.29
42.202783,-98.672587,6.45
42.203528,-76.525944,23.58
42.20478,-79.309769,1.24
42.211331,-88.171706,22.68
42.222517,-88.569769,73.31
42.228056,-88.476944,10.22
42.228056,-88.476944,10.45
42.228056,-88.476944,10.22
42.253333,-77.791111,4.3
42.259167,-88.705,5.99
42.262222,-78.036944,-0.64
42.263167,-88.23975,93.97
42.265636,-75.470736,9.14
42.273889,-88.520556,4.27
42.273889,-88.520556,5.25
42.276083,-88.216333,12.49
42.281378,-88.619247,19.98
42.281378,-88.619247,28.8
42.281378,-88.619247,20.29
42.296167,-74.300583,7.95
42.305556,-88.2625,47.87
42.305556,-88.2625,47.69
42.31454,-71.36756,16.68
42.317584,-74.255976,18.5
42.320647,-88.214758,21.9
42.329917,-74.810194,6.56
42.329944,-74.810167,2.02
42.342336,-88.372353,34.69
42.350924,-72.402585,17.55
42.355561,-88.552367,34.09
42.361667,-88.508611,37.4
42.361667,-88.508611,37.66
42.361667,-88.508611,37.91
42.363893,-97.673674,29.44
42.378056,-73.462778,12.22
42.385556,-88.332222,11.53
42.385556,-88.332222,53.18
42.385556,-88.386111,6.19
42.385556,-88.386111,17.37
42.385464,-88.444908,11.86
42.389667,-76.3175,19.64
42.399544,-88.600619,32.84
42.409133,-88.235017,31.53
42.412571,-77.342203,9.22
42.439583,-73.685806,13.58
42.450444,-79.014278,28.05
42.451111,-88.648056,7.95
42.451111,-88.648056,7.62
42.45285,-76.774398,8.1
42.462585,-73.188437,21.75
42.467472,-97.054689,2.59
42.470093,-71.411728,20.24
42.479122,-88.481625,26.29
42.48,-88.319444,8.54
42.48,-88.319444,13.25
42.48,-88.319444,12.05
42.480277,-99.871236,9.65
42.482881,-88.398844,28.64
42.483833,-76.799333,36.79
42.485089,-72.211471,15.09
42.488889,-76.464722,5.5
42.490278,-88.431667,-11.99
42.490278,-88.431667,-11.92
42.516742,-71.048464,7.8
42.530002,-98.502028,51.02
42.567038,-71.160056,9.36
42.567222,-109.930222,5.63
42.585028,-70.820639,2.91
42.591833,-74.321389,9.41
42.592858,-73.709008,39.3
42.625002,-98.933706,38.52
42.628673,-78.11862,13.12
42.640833,-76.066389,7.08
42.671361,-74.504167,40.23
42.6875,-73.831389,10.13
42.693408,-75.047103,6.53
42.699515,-76.421603,19.72
42.719806,-73.710889,5.24
42.729722,-76.883889,0.14
42.747778,-76.138611,5.23
42.755372,-70.939489,10.36
42.811633,-71.011597,14.3
42.816389,-73.981944,8.07
42.846389,-73.790806,4.38
42.913333,-76.583333,11.21
42.91975,-74.427917,34.75
42.9475,-70.960278,47.41
42.951111,-78.601667,12.3
42.9675,-77.253333,2.48
42.9725,-76.770333,3.44
42.975806,-77.844083,11.59
42.977841,-77.227203,3.45
42.979389,-75.84575,133.4
42.986944,-78.148611,35.22
43.007486,-102.522106,40.47
43.007486,-102.522106,47.65
43.015624,-75.594346,9.59
43.022444,-74.875083,54.94
43.029444,-78.170278,10.38
43.031389,-100.886111,21.03
43.045344,-76.300763,12.82
43.045344,-76.300763,13.95
43.047285,-77.476106,8.33
43.053111,-77.0875,12.85
43.053889,-100.622222,45.9
43.057575,-73.797899,43.22
43.060278,-100.408889,31.26
43.070833,-100.754167,19.02
43.123889,-101.059722,27.92
43.127557,-78.840593,1.73
43.142778,-108.708889,12.23
43.156778,-78.403639,41.44
43.15825,-74.484167,5.29
43.175076,-73.322054,6.91
43.179167,-78.268028,22.13
43.181306,-90.074222,13.83
43.188819,-71.478364,9.81
43.199444,-100.769444,84.67
43.2075,-75.3925,44.35
43.218945,-78.912263,4.74
43.22,-89.798056,11.67
43.232944,-75.3985,3.83
43.241111,-100.3325,22.25
43.261189,-71.7573,31.17
43.311417,-74.958917,31.3
43.363333,-76.380833,23.08
43.363333,-76.380833,23.22
43.386195,-70.658666,20.98
43.40425,-88.923944,18.88
43.449932,-112.78653,595.18
43.458361,-110.797028,18.35
43.475622,-74.205691,13.81
43.500444,-73.796417,19.62
43.520069,-75.153778,25.05
43.549417,-73.733972,42.62
43.617945,-116.18595,-15.42
43.623889,-96.745833,11.57
43.631086,-96.724495,8.3
43.683072,-83.217728,34.01
43.718655,-112.64135,348.05
43.724722,-96.87,6.04
43.724974,-96.730329,6.63
43.733445,-121.467106,28.14
43.832021,-70.43672,11.6
43.881449,-73.734852,22.13
43.914802,-70.026162,29.23
44.007222,-90.650278,8.13
44.020528,-75.760333,18.49
44.037018,-70.341722,10.7
44.05721,-103.302406,-40.61
44.095444,-103.301444,12.23
44.095444,-103.301444,4.01
44.120497,-89.535708,14.68
44.138129,-69.926161,10.75
44.139793,-70.487003,9.2
44.155073,-69.943939,47
44.160833,-75.320278,24.27
44.203944,-75.905861,4.32
44.278861,-73.530889,18.23
44.300028,-103.436778,-15.1
44.299917,-103.436722,-30.27
44.299972,-103.43675,16.7
44.300278,-69.765278,10.94
44.377222,-68.261389,11.09
44.378342,-121.683127,292.78
44.413889,-68.297778,5.41
44.487289,-95.31045,12.92
44.514811,-94.986169,51.745
44.555675,-89.356331,24.43
44.555667,-89.356333,25.17
44.613113,-70.922574,8.03
44.656089,-92.690433,13.27
44.656089,-92.690433,13.29
44.656089,-92.690433,13.25
44.717281,-70.422844,27.08
44.739856,-95.522969,82.99
44.741956,-95.544739,29.45
44.745281,-95.513689,78.39
44.745656,-95.493144,88.69
44.817831,-74.76408,7.94
44.832015,-68.365855,17.77
44.848,-73.584,23.86
44.871162,-74.991315,15.86
44.87424,-67.866392,4.5
44.88868,-68.933094,22.41
44.91974,-74.177176,3.54
44.919712,-74.17712,34.58
44.968083,-73.634694,2.75
45.08992,-112.636128,168.4
45.120353,-67.27388,1.17
45.268017,-97.121746,78.35
45.354127,-97.186193,14.07
45.384444,-97.144167,16.43
45.477617,-122.507905,27.48
45.477626,-122.507919,11.69
45.486467,-122.525858,45.27
45.528772,-92.504558,32.18
45.526538,-112.701385,5.8
45.566111,-98.433611,8.94
45.5875,-97.143889,7.73
45.608104,-68.887819,9.73
45.638571,-96.957301,57.8
45.740845,-84.71116,5.16
45.990953,-95.206844,7.138
46.022744,-97.988531,8.16
46.3112,-97.926564,6
46.326206,-118.138558,38.87
46.398881,-97.924061,20.33
46.4067,-96.736361,16.59
46.441556,-97.274667,6.05
46.444661,-110.938824,86.82
46.572861,-99.455047,18.82
46.572556,-97.198611,6.37
46.611697,-69.578391,15.9
46.762572,-100.373997,6.08
46.810086,-99.743778,16.02
46.842414,-122.960039,33.6
46.878081,-98.481469,34.46
46.961458,-102.685586,17.75
46.965878,-98.461292,60.91
47.224344,-97.557253,24.54
47.249206,-68.591158,10.17
47.367736,-111.191354,137.54
47.404403,-98.435722,0.86
47.515022,-99.159917,20.63
47.572911,-95.092825,31.12
47.578186,-118.274908,49.77
47.662483,-96.340072,-6.885
47.662492,-96.340067,6.537
47.690306,-96.201628,23.929
47.690381,-96.281289,6.446
47.719011,-96.205689,11.143
47.719017,-96.205681,8.917
47.7889,-96.276125,14.659
47.8225,-93.244722,23.82
47.872369,-98.743956,12.82
47.91065,-116.843817,407.21
47.946733,-97.622692,23.12
48.009462,-105.332209,42.27
48.153117,-100.625942,57.76
48.183719,-101.203236,34.79
48.3109,-97.817772,12.8
48.370392,-99.799681,6.86
48.486125,-99.231989,8.63
48.524839,-103.625922,25.27
61.29001,-149.596376,110.25
64.757778,-147.223611,8.44
