@relation hs2012

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Value numeric

@data
37.783571,-122.390701,1175000
37.779454,-122.396676,575300
37.758351,-122.444765,705000
37.803306,-122.407762,2195000
37.766207,-122.420169,775000
37.795237,-122.403246,2195000
37.772221,-122.510154,461000
37.759999,-122.390774,635000
37.771218,-122.387925,966010
37.756345,-122.508281,787833.333333
37.749875,-122.426896,874500
37.772221,-122.510154,461000
37.790506,-122.396252,1683889.166667
37.7851,-122.420587,837000
37.771218,-122.387925,966010
37.779454,-122.396676,575300
37.762191,-122.437968,932500
37.800961,-122.422447,1100000
37.791373,-122.445322,873000
37.776381,-122.44569,765000
37.77493,-122.419416,208000
37.786079,-122.441017,750000
37.795127,-122.429699,1335000
37.760305,-122.391409,635000
37.790506,-122.396252,1683889.166667
37.758219,-122.503953,461000
37.792757,-122.416471,1800000
37.790506,-122.396252,1683889.166667
37.71036,-122.468561,270000
37.771218,-122.387925,966010
37.790506,-122.396252,1683889.166667
37.782585,-122.390403,1250000
37.771218,-122.387925,966010
37.771929,-122.439537,985000
37.789525,-122.391175,1537500
37.73974,-122.413776,712000
37.773529,-122.438865,625000
37.76013,-122.475023,488333.333333
37.790079,-122.390468,865666.666667
37.760305,-122.391409,635000
37.771144,-122.389123,980930
37.742155,-122.414571,712000
37.783203,-122.420568,649900
37.771144,-122.389123,980930
37.771144,-122.389123,980930
37.776381,-122.44569,765000
37.785786,-122.392112,1918750
37.768294,-122.421876,775000
37.771218,-122.387925,966010
37.771144,-122.389123,980930
37.725277,-122.395194,224727
37.745707,-122.436933,435000
37.78069,-122.38922,1250000
37.794845,-122.421821,664000
37.738826,-122.41976,485000
37.734112,-122.417147,224727
37.77493,-122.419416,208000
37.786236,-122.389074,865666.666667
37.760305,-122.391409,635000
37.78629,-122.401375,2000000
37.793898,-122.432617,1335000
37.760305,-122.391409,635000
37.77354,-122.417009,208000
37.771218,-122.387925,966010
37.771144,-122.389123,980930
37.774459,-122.399589,775000
37.715326,-122.451884,315000
37.781174,-122.420903,649900
37.803061,-122.421044,1100000
37.771218,-122.387925,966010
37.75898,-122.416711,1295000
37.775713,-122.40695,555000
37.72705,-122.395153,224727
37.786212,-122.404303,2000000
37.778262,-122.403211,555000
37.762785,-122.438532,932500
37.783554,-122.392432,1175000
37.770734,-122.437296,985000
37.778294,-122.423658,649900
37.785786,-122.392112,1918750
37.771144,-122.389123,980930
37.789945,-122.412727,520000
37.790506,-122.396252,1683889.166667
37.733129,-122.41458,224727
37.785794,-122.424669,837000
37.74544,-122.441466,435000
37.745787,-122.416608,712000
37.786987,-122.464739,542000
37.780207,-122.440265,585000
37.791077,-122.414339,520000
37.777946,-122.40542,555000
37.71246,-122.394372,224727
37.784306,-122.422292,837000
37.803055,-122.423908,1100000
37.79073,-122.402993,2000000
37.790532,-122.444561,873000
37.791506,-122.426332,1335000
37.709845,-122.467858,270000
37.798379,-122.434929,1465000
37.73537,-122.42443,485000
37.725627,-122.461631,995000
37.781016,-122.39507,575300
37.76555,-122.428128,1064000
37.793387,-122.425805,1335000
37.781467,-122.401558,715000
37.771926,-122.439558,985000
37.763752,-122.436994,1225000
37.795127,-122.429699,1335000
37.72834,-122.416576,224727
37.771144,-122.389123,980930
37.782585,-122.390403,1250000
37.790506,-122.396252,1683889.166667
37.768294,-122.421876,775000
37.794845,-122.421821,664000
37.77194,-122.43583,985000
37.766507,-122.431899,1064000
37.790506,-122.396252,1683889.166667
37.792858,-122.40894,1800000
37.80379,-122.42264,1100000
37.773982,-122.421936,208000
37.750625,-122.503424,787833.333333
37.771218,-122.387925,966010
37.77911,-122.408833,555000
37.781174,-122.420903,649900
37.790141,-122.430666,1335000
37.78616,-122.434212,585000
37.773603,-122.395668,915000
37.782983,-122.407883,715000
37.760305,-122.391409,635000
37.771144,-122.389123,980930
37.794845,-122.421821,664000
37.767556,-122.42798,1064000
37.790506,-122.396252,1683889.166667
37.736421,-122.416217,224727
